,company_no,company_name
40415,5566811195,Vikens VVS AB
40416,5564472784,Byggfirma Anders Nilsson i V. Torup               Aktiebolag
40417,5591469159,KC Golventreprenad AB
40418,5569461527,Ditt Hus i Skåne AB
40419,5568996150,Fixera Peter Wanloo AB
40420,5568442544,Jönssons transport international AB
40421,5563114288,Era Landskap i Skåne Aktiebolag
40422,5567464598,FB Miljöisolering AB
40423,5591871545,Ludvigsens Allservice RFL AB
40424,5569538423,Mix Bleck & Plåt i Tomelilla AB
40425,5590684337,C. Forne Entreprenad AB
40426,5591510523,EM TAK & PLÅT AB
40427,5569687360,MOAL Engineering AB
40428,5566517271,A Hanssons El Aktiebolag
40429,5563636173,koistinen hellborg arkitektkontor aktiebolag
40430,5568603855,Jimmy Anderssons Måleri AB
40431,5591768857,The Joinery Malmö AB
40432,5568996861,Lilla Råby Bygghantverk AB
40433,5590466842,Karlewi AB
40434,5569527368,GreconBygg AB
40435,5569162687,chArk AB
40436,5568630858,Tafvelin Byggentreprenad AB
40437,5569522633,NILIDA AB
40438,5591056394,R-by Målaren AB
40439,5568530447,HN Gräv AB
40440,5561950592,Bara Byggnadstjänst Aktiebolag
40441,5590430509,Mejor Bygg Services AB
40442,5590995212,Badrumsbyggarna Skåne AB
40443,5563567048,J C Extraprodukter AB
40444,5591726483,Safety Cover Scandinavia AB
40445,5591885685,Swebuild Skåne AB
40446,5562072941,Klevenborn Förvaltning AB
40447,5590781091,Inform Design AB
40448,5569434706,G Parkett AB
40449,5569455198,Per Bertilsson Entreprenad AB
40450,5569399271,Österslövs Gräv & Anläggning AB
40451,5590584602,Peter Bexell Byggkonsult AB
40452,5591147607,FasadCompaniet i Malmö AB
40453,5568495880,Maskängen Miljö AB
40454,5569405250,Din Värmepump Service i Skåne AB
40455,5591262505,Byggeriet i Bösarp AB
40456,5569587917,Bro och Betongteknik i Skåne AB
40457,5569708836,Poolkillen Skåne AB
40458,5561744714,Mantum Entreprenad i Sverige AB
40459,5569927212,Vintrie REAL Investment AB
40460,5568574411,TRC Bygg AB
40461,5569347361,Stefan Mårtenssons Mur & Plattsättning AB
40462,5591517353,VLP Bygg & Markentreprenad AB
40463,5568726342,Holmqvist Civil Consulting AB
40464,5590777909,AR Markentreprenad AB
40465,5568332265,GAQ Contracting AB
40466,5591593602,TBR byggproduktion AB
40467,5565973285,A - Design Arkitektkontor AB
40468,5590835582,Gräv & Last Bromölla AB
40469,5592121288,NFOM Norra Skåne AB
40470,5590521455,Vinbergbygg i Höllviken AB
40471,5590482278,Silverhammaren AB
40472,5565205001,Jo.Pia Production AB
40473,5567439202,Hansson & Persson Elektriska AB
40474,5569687121,Tessella Golv & Kakel AB
40475,5591195127,Magnusson Entreprenad Vejbystrand AB
40476,5564858214,AB Byggvision Österlen
40477,5560602855,Gideon Persson Aktiebolag
40478,5569411621,NAN AB
40479,5568359185,Kleo Byggservice AB
40480,5591667174,Mariusz Buras Bygg AB
40481,5568394851,I K Bygg AB
40482,5563441392,Nyvångs elektriska Aktiebolag
40483,5591341895,CUPE consulting AB
40484,5567125553,Eklunds Montage i Kvidinge AB
40485,5591951313,Bros Cortas Bygg AB
40486,5569004111,Hallberg & Co AB
40487,5590697867,Robin K bygg aktiebolag
40488,5567799191,Byggkontroll i Syd AB
40489,5591842181,JO Betongtätning AB
40490,5567575203,Execcon AB
40491,5569453284,Kontrollera Mats Borg AB
40492,5568798853,Kålaberga Mölla Entreprenad AB
40493,5566692520,Malmö Allmänna El Aktiebolag
40494,5591357198,JT Gort AB
40495,5563121812,Dagsbergs Gräv & Schakt AB
40496,5565645115,Gunnar Åkessons Bygg AB
40497,5590558861,DLS Skåne Bygg och Trädgård AB
40498,5591949689,Joel Nilssons Entreprenad AB
40499,5569150336,Raspet Specialsnickeri AB
40500,5568726250,Ell-Ess Maskin AB
40501,5569836306,Mäklarplan Malmö AB
40502,5563937647,Kronvalls Byggnads Aktiebolag
40503,5568074123,Henriksson Mark o Va AB
40504,5569484677,Energy Service Management i Sverige AB
40505,5590048558,Uppåkra bygg AB
40506,5568458268,Målarproffsen Limani AB
40507,5564696390,X-10; Arkitektur & Media Aktiebolag
40508,5568331937,KDI Coating AB
40509,5568204779,Four's Bygg & Renovering AB
40510,5590077086,Svedala Byggkonsult AB
40511,5562980903,L H T Bygg & Montage Aktiebolag
40512,5568404627,TK Grafisk Form AB
40513,5569375354,Bothea Innovation AB
40514,5590607700,Anelima AB
40515,5591543862,JA Stumsvets AB
40516,5567849913,Global Print Solutions Sweden AB
40517,5569467409,Hemfa Fastighetsförvaltning AB
40518,5566533203,Vannaröds Plåtslageri AB
40519,5569529398,Omma Schakt AB
40520,5590950183,Porsedals Tak & Bygg AB
40521,5564075314,A & S Fläkt Automatik och Fastighetsservice       Aktiebolag
40522,5561661363,Villands-Vånga Bygg Aktiebolag
40523,5569291148,AM Mur & Puts AB
40524,5591288443,Akor Development AB
40525,5564678976,Glasmästaren i Höganäs Simon Rembring             Aktiebolag
40526,5569523698,Ström & Jag Aktiebolag
40527,5564709615,Brogårda Lantbruksentreprenad                     & Transport AB
40528,5565458154,Arkitekt Mikael Wikeborg Aktiebolag
40529,5564367570,Nyrör Aktiebolag
40530,5590672076,HUCON AB
40531,5591787402,Eddie Möller Entreprenad & Transport AB
40532,5591321160,GIS AB
40533,5567554323,Andreas Månssons Byggproduktion AB
40534,5591493621,ELEKTRIKER TDT AB
40535,5569016727,MARKON AB
40536,5566586482,Pranters Hantverk AB
40537,5569609711,PolSved AB
40538,5591151492,Arkelstorps Måleri AB
40539,5591724405,Byggmannalaget Bemanning AB
40540,5568311046,Patrik Rehwoldt AB
40541,5569246787,Morgan Strömbäcks Bygg AB
40542,5566516224,Wenner Arkitekter AB
40543,5591589873,Michael Karlsson Byggledning i Ängelholm AB
40544,5590498662,LO Westbergs Måleri AB
40545,5569966624,SGS studio för husprojektering AB
40546,5569204109,MBP i Skåne AB
40547,5590231063,Åsljunga Industrigolv AB
40548,5568548712,Byggnadsfirma K.Adler AB
40549,5565644571,Bertil Johnsson Schakt Aktiebolag
40550,5567934178,Akustikakuten AB
40551,5569242513,Krondahl Entreprenad i Lomma AB
40552,5561927558,Ganzo AB
40553,5568455801,Robbans Plåtslageri i Lödde AB
40554,5567731277,Dencon AB
40555,5569513178,GT Måleri AB
40556,5567061287,Peterssons Kranbil AB
40557,5569723611,Hanssons Golv & Bygg AB
40558,5564321783,Christer Floods Byggnads Aktiebolag
40559,5591037964,Jofa bygg AB
40560,5569893232,Fredrik Lyberg AB
40561,5591925887,Franzéns EL Skåne AB
40562,5590219811,CRC Nordic AB
40563,5566029806,BIN Gräv AB
40564,5566633862,BeSeen Eventproduktion AB
40565,5566273958,Byggcarl Entreprenad AB
40566,5592007156,Veritabel Värme & Sanitet Lomma AB
40567,5569760993,JA Sten & Entreprenad AB
40568,5567972087,Lund & Mark AB
40569,5591146195,Torbjörn Landgrens Byggadministration AB
40570,5569600884,Axtocon AB
40571,5569907321,AB Claes Anderssons Rörmokeri
40572,5567537575,Alfredsson & Olsson Bygg AB
40573,5568211071,JC Fasad & Måleri AB
40574,5591762322,Robert Stefan Bygg & Trädgårdstjänst AB
40575,5568664303,House of Svanlund AB
40576,5590739800,Edvardsson Byggservice i Trelleborg AB
40577,5591538854,Byggstruktur Helsingborg AB
40578,5569879520,Gaffelseglet Invest AB
40579,5563415883,Jonnis snickeri & byggnads Aktiebolag
40580,5568066079,TRIAB i Helsingborg AB
40581,5569410268,AJ. Kroon AB
40582,5591806988,Rollerboys Måleri Malmö AB
40583,5562216258,Jonas Fors AB
40584,5591672489,MBM Produktion AB
40585,5568998396,All by one Per Nielsen AB
40586,5590374897,Gp Golv AB
40587,5591139869,MSS Konsult AB
40588,5568627151,Byggprojektledaren Syd AB
40589,5569917411,DataEL Lund AB
40590,5569163552,Byggnadssnickeriet i Skåne AB
40591,5590880257,Sjöbo Väst Utveckling AB
40592,5590332911,ToNi Snickeri AB
40593,5565963450,Malinform AB
40594,5591638886,Rörsvets & Fjärrvärme i Skåne AB
40595,5590496005,JN Teknik AB
40596,5566133731,OML Byggservice AB
40597,5566568530,Österlen Håltagning Produktion AB
40598,5562535053,Plåtslageri Aktiebolaget Annell och Jansson
40599,5567302772,Tetre Byggentreprenad AB
40600,5561571711,Retzner Arén Rekonstruktion och Arkitektur        Aktiebolag
40601,5591310809,Kvistens Bygg & Entreprenad Aktiebolag
40602,5590603519,WETAAB i Sverige AB
40603,5569332447,Noraz AB
40604,5590191218,TAMM Bygg AB
40605,5591194484,RM Golv & Terrazzo AB
40606,5591033088,Bygg & VVS Kristianstad aktiebolag
40607,5565851788,El & Värme i Rättelöv AB
40608,5567962203,Ljungsgård Invest AB
40609,5568338841,JG Blästring AB
40610,5590579354,Center Bygg i Landskrona AB
40611,5567518591,Riddargården AB
40612,5569672651,swegypt blästring AB
40613,5568733181,Gynnerstedt Bygg & Fastighets AB
40614,5566643309,RO-POL AB
40615,5566370556,House Care Service i Lund AB
40616,5568438401,Mickes El & Automation i Båstad AB
40617,5592007537,Sydskånska miljöbyggarna Aktiebolag
40618,5590764717,Kim F. Bygg och Trädgårdsanläggning AB
40619,5567080956,DTK Greenhouse AB
40620,5591051148,Svekab AB
40621,5561500017,Aktiebolaget Sjöbo Montage
40622,5568589500,Runeke Konsult AB
40623,5567079974,Byggkonstruktion Besiktning Kontroll Åhus AB
40624,5564779311,Glimma Grävtjänst Aktiebolag
40625,5590026869,Byggproduktion Syd AB
40626,5569458143,Murare Johansson AB
40627,5569651580,CMG Entreprenad AB
40628,5591935704,SA Fix AB
40629,5566788088,Gren & Sten i Skåne AB
40630,5590330907,3D Tech Syd AB
40631,5569298143,Centuria AB
40632,5590229869,Elkoncept syd AB
40633,5591929665,CMS BYGG AB
40634,5590722582,Virkets Byggservice Malmö AB
40635,5565806758,Graverts Trädgårdsanläggningar AB
40636,5590963582,Terra Verde AB
40637,5568987829,Rexmars Fog & Bygg AB
40638,5562551787,Lars-Eric Persson Ingenjörsbyrå i Höllviken       Aktiebolag
40639,5566292685,ERAN Miljökonsult Aktiebolag
40640,5569556011,Christer. Nilsson Bygg- och Fastighetsutveckling AB
40641,5562765643,ElektroRydén Aktiebolag
40642,5567574115,Pemag Sweden Aktiebolag
40643,5568593445,AZZ Byggkonsulter Malmö AB
40644,5567601975,Halb AB
40645,5591202329,Flexibla konstruktioner syd AB
40646,5569792061,DA Rivning & Renovering AB
40647,5591283782,Projektkonsult Dennis Eldh i Syd AB
40648,5591550701,Skäggestorps bygg AB
40649,5569496697,Light & Sea AB
40650,5590164975,Hammargrens Mur & Kakel AB
40651,5591249452,Grödby Maskin AB
40652,5591170500,BUCIOR BYGG AB
40653,5567519391,Dylix AB
40654,5563996189,OVV-TEKNIK i Eslöv Aktiebolag
40655,5569960734,Bygg och El i Burlöv AB
40656,5591521199,Landnet Entreprenad AB
40657,5590207188,AVBROTT ELSERVICE SKÅNE AB
40658,5568359995,Repteknik Sverige AB
40659,5568131394,Åkarps Plattsättning AB
40660,5591368211,F. J Markentreprenad AB
40661,5562198969,Skånetruck Uthyrning AB
40662,5591375133,D. Tillgren Entr AB
40663,5566178421,Practicum AB
40664,5590374475,Grävfirman Viktor Ingvarsson AB
40665,5563978302,Niklas Bleck & Plåt AB
40666,5569737066,MP Aktiv Bygg AB
40667,5591589311,Rolf Granqvist Consulting AB
40668,5562059799,Fastighetsservice Ronny Johnsson Aktiebolag
40669,5564939147,A. Blennows Entreprenad AB
40670,5569553000,Mårtens Sportfiske i Helsingborg AB
40671,5590130125,Made by Jens Plattsättning AB
40672,5566515085,Mega Liten i Brösarp Fastighet & Byggkonsult AB
40673,5567699284,Ateco AB
40674,5590619754,Atelax AB
40675,5568942311,DAWN OF IDEAS AB
40676,5569430365,Pascal Elektriska AB
40677,5569815094,seolsson AB
40678,5568634819,JiMa Entreprenad & Fastighetsservice AB
40679,5591606156,OPAB AB
40680,5569015596,GlasAkuten Invest AB
40681,5591807200,Garden Design Välinge AB
40682,5569429631,HEWI Bygg & Snickeri AB
40683,5590478573,MSA Konsult AB
40684,5591644389,CL Golv AB
40685,5590632880,Anders Entreprenad i Skåne AB
40686,5591122303,Benne Bygg AB
40687,5590228192,Kjällstorps Elektriska AB
40688,5590421599,A. Andersson Rönnebröds Gräv AB
40689,5591589105,Kärråkra konsult AB
40690,5566314711,ÅBR Service AB
40691,5590694492,EN Schakt & Spårservice Sjöbo AB
40692,5591919641,SIGELRIA AB
40693,5565633798,Arkårulle AB
40694,5564856846,Söderåsens Maskin Entreprenad Aktiebolag
40695,5567154967,Thomas Jansson Golv & Snickeritjänst AB
40696,5591214423,Toptiles Golv & Kakel i Helsingborg AB
40697,5567207716,BTB Fastighetsutveckling AB
40698,5590892740,Dennis Bygg&Montage AB
40699,5567889810,LHS GEO AB
40700,5564596251,Sven-Inge Jönsson Aktiebolag
40701,5568601974,Skåne-Tranås Bygg AB
40702,5569518946,Jörgens Entreprenad AB
40703,5568444300,K P B Entreprenad AB
40704,5563966414,Inredning o Villaservice i Malmö Aktiebolag
40705,5569999138,Patrik's Byggtjänst AB
40706,5563545176,BYGGFINN Aktiebolag
40707,5569707762,Space in Order AB
40708,5564650298,Svenssons Byggkonsult i Ystad Aktiebolag
40709,5566597349,Arne Sjunnessons el AB
40710,5564392198,Inomgårdstjänst Jens Reerslev Aktiebolag
40711,5590007166,Fire Engineered Solutions Ghent AB
40712,5590712286,Mekks AB
40713,5565592911,HT - Schakt AB
40714,5568090509,Gundetorps Maskinentreprenad AB
40715,5590465489,K Olssons Byggservice i Ängelholm AB
40716,5565960696,Åhus Bevattning AB
40717,5565497483,Hanssons Grävarbeten i Saxtorp AB
40718,5566279922,Conviro AB
40719,5569614679,Patrik Sjögren Holding AB
40720,5568340003,Målerispecialisten i Malmö AB
40721,5568364102,T Rasmussons Kakel & Bygg AB
40722,5591180723,PQ Structure Construction AB
40723,5569630154,Ohm El hh AB
40724,5591606065,JST El & Säkerhet AB
40725,5567415863,KnowWithFlow AB
40726,5590560909,ELAH Elteknik AB
40727,5569666588,Sydfast AB
40728,5569457749,LOCA AB
40729,5591283295,Byggtjänst i Svedala AB
40730,5569663452,Skånebygdens Bygg AB
40731,5591227839,Fönstermix i Skåne AB
40732,5567328926,Optimal VVS i Åhus AB
40733,5568907512,Statikon AB
40734,5566854492,AB Hast & Co i Skåne
40735,5590663745,Elkentaur AB
40736,5564173242,HPA HÅlprenad & Anläggnings Aktiebolag
40737,5591454532,JMC Markkonsult AB
40738,5569960700,Thomas Liljenberg AB
40739,5590259106,Marcus Christensson Bygg AB
40740,5591389803,Betongmontören i Hässleholm AB
40741,5566236419,INFRAKON AB
40742,5567657241,HS Schakt AB
40743,5591532261,Scandinavian Property Development Fastigheter AB
40744,5568476427,Mattias Lööf Bygg AB
40745,5563607240,Gilleskrokens Bygg och Städ AB
40746,5591612147,Byggda Syd AB
40747,5563265627,Mobergs Kyl & Frys Aktiebolag
40748,5566853130,Höganäs VVS-Service AB
40749,5591099345,Lemniskata Survey AB
40750,5591121164,RFK Konsult AB
40751,5566991518,DEVANTO AB
40752,5563356830,Bleck & Plåt i Simrishamn Aktiebolag
40753,5591633895,Jockes Allservice & Bygg AB
40754,5566209978,T. Eliasson's VVS Aktiebolag
40755,5591888820,SM Skorstenar AB
40756,5590366513,Aktiebolaget Skånsk Byggcenter
40757,5563407997,Malmö Elementmontage AB
40758,5591168959,RosénInnovations AB
40759,5569846685,MELTO Elservice AB
40760,5563705515,Åke Åkessons VVS Aktiebolag
40761,5591207237,Bo Elservice AB
40762,5569685687,M.S.A Bygg AB
40763,5564025004,LBO Gräv & Last Aktiebolag
40764,5564880275,Rör & Energiservice i Höganäs Aktiebolag
40765,5591089023,VERANDAGRUPPEN SCANDINAVIA AB
40766,5591522437,TYKARPS MÅLERI AB
40767,5565122941,Skånemåleri i Ängelholm AB
40768,5568460306,ENVIRO BYGG AB
40769,5563301448,Berndt och Roger Wall Byggnads Aktiebolag
40770,5591637326,Byggprojektledaren i Österslöv AB
40771,5567267686,Adela Bygg AB
40772,5590893862,Laustsen Snickeri och Bygg AB
40773,5591173090,Sofieberg Fastighetsservice & Bygg i Helsingborg  AB
40774,5590320965,Papapiada Restaurang i Helsingborg AB
40775,5590728852,Lås och Inbrottsskydd i Åsljunga AB
40776,5591842256,Bygg & Brand Hållbart 2019 AB
40777,5591231666,Innovative Climate and Energy Solutions Sweden AB
40778,5566890819,Sandin Brandt AB
40779,5566585716,DFT Bygg AB
40780,5591153878,BED Consulting & Investment AB
40781,5590002993,NV Skånes VVS-service AB
40782,5591850986,RS Insta-Coor AB
40783,5569251878,Malmö Bleck o Plåtservice AB
40784,5591738801,Åhus Byggkonsult AB
40785,5566679998,Kakelexpressen AB
40786,5567783518,GeoForce AB
40787,5591526362,Korsberg Skåne AB
40788,5591567770,Råkoll Online Besiktning AB
40789,5568148877,Vi2 Reklam i Osby AB
40790,5590787015,Anders Granlund Underhållsplanering AB
40791,5590572573,Nenibur AB
40792,5567206262,ProjektPartner Malmö AB
40793,5591786768,Hjelm & Co Entreprenad AB
40794,5567905699,Görans Rörservice i Tomelilla AB
40795,5569243859,Alkana Support AB
40796,5569252090,Roffe och Carinas Bygg & Fönster AB
40797,5568812050,Raus Måleri AB
40798,5568939226,FB VVS OCH KAKEL AB
40799,5591431241,K - A. Nilsson Entreprenadupphandling AB
40800,5568464514,Ask Mur & Puts AB
40801,5590644190,Palmqvist Svets & Bygg AB
40802,5566744826,TOCAMA AB
40803,5568686124,Specialisten SYD AB
40804,5590256599,Jator Elservice AB
40805,5565231031,AB clasab montage
40806,5568794399,Difficult AB
40807,5591126700,PJBK Skåne AB
40808,5567653091,Plåt och Bygg Aktörerna i Skåne AB
40809,5569183212,AB Barsebäck Plåt
40810,5564128436,Jan Larssons Maskinstation Aktiebolag
40811,5590478169,Nixbero AB
40812,5591208912,TMA fixar allt AB
40813,5592059934,VÄRNAMO KONSULT & PERSONALUTVECKLING AB
40814,5568330004,Subsea Solutions Sweden AB
40815,5590767793,E Ask Byggnads AB
40816,5569458796,PERO Solutions AB
40817,5569557399,Larrys Bygg & Design AB
40818,5568826225,Södra Skånes Måleri i Malmö AB
40819,5590238993,DAPEA Bygg AB
40820,5569106510,Rolenca AB
40821,5591654768,VON STAFFELDT Life; Constructing & Gardens AB
40822,5567686182,Micha van Dinther AB
40823,5567513873,MR Design & Byggservice AB
40824,5591178321,Ljungbyheds Maskingrävning AB
40825,5591764914,Portteknik skåne AB
40826,5569123127,Thurns Mark & Anläggning AB
40827,5561157255,Pump- & Hydraulik; Lindberg & Sörensson Aktiebolag
40828,5565953709,Tors Plåt & Smide Aktiebolag
40829,5564912458,IHAB Ingemar Holmberg Aktiebolag
40830,5569933640,AB Elteknik i Bjärred
40831,5563615961,HEMPLANS BYGGPLÅT Aktiebolag
40832,5565543807,Sjöbo Håltagning & Smidestjänst AB
40833,5565764015,Sista versen 58238 AB
40834,5590461256,Bleck & Plåtslageri i Skåne AB
40835,5564982535,Metaform AB
40836,5590904537,Encas Group AB
40837,5565905352,Håkan Ljungs Rör AB
40838,5591488092,Kamin & Skorsten Skurup AB
40839,5590524715,OINK AB
40840,5569654634,Beredningsbart AB
40841,5568237183,Jarnung Konsult AB
40842,5590515374,Patrik Sjögren Service AB
40843,5562936301,A-C Schakt i Ystad Aktiebolag
40844,5566075908,Arne Paulssons Byggnads AB
40845,5569257156,Glasteknik i Klippan AB
40846,5591493720,Tuvefeldt Invest AB
40847,5568488869,TUREMATS BYGG AB
40848,5565402418,Christian Bjärtun Projekt AB
40849,5568556368,KRISTINA STARK INDUSTRIDESIGN AB
40850,5568470636,CKW Mark o Fastighets AB
40851,5591405518,MG-Maskiner i Jonstorp AB
40852,5591671846,Lokrantz VVS AB
40853,5569569212,NÄSETS PLATTSÄTTNING AB
40854,5568329089,AB Kronan på verket
40855,5569318792,Rapid Poly AB
40856,5590123674,Häggson Bygg AB
40857,5590610175,Konsult M Klang AB
40858,5562027465,Lars Dencker Aktiebolag
40859,5560978255,Lindsténs Elektriska Aktiebolag
40860,5568404320,Nordweld AB
40861,5568040264,Ystad Plåtslageri AB
40862,5565856696,AHA - Agneta Hahne Arkitekter AB
40863,5561861526,A Larssons Transport Aktiebolag
40864,5590324264,Unga Hus AB
40865,5569109118,Målerikonservator Wedberg AB
40866,5590289798,Lundberg & Nilsson Bygg AB
40867,5567262729,Pej Plåt AB
40868,5590928981,KMR Spårteknik AB
40869,5568449689,Sandéns Måleri AB
40870,5567820526,Sjöbo Industri-El AB
40871,5567183958,Sigis Schakt AB
40872,5569052334,Barry & Peter Byggkonsult AB
40873,5569337255,PS Creative Design AB
40874,5591218937,Agrells Måleri AB
40875,5590229216,Fasad & Bygg i Skåne AB
40876,5591809032,MS Skåne Mark AB
40877,5565158978,Olles A Byggservice i Örkelljunga AB
40878,5591917181,Byggsten i Hässleholm AB
40879,5591064505,PEMACON AB
40880,5564071727,Hanssons Elektriska Bjärnum Aktiebolag
40881,5591198113,Skånsk Byggteknik AB
40882,5567961338,Capro VVS AB
40883,5591292114,Baskemölla Mur & Reparation AB
40884,5567286306,HV besiktningskonsult AB
40885,5590999545,SerCon AB
40886,5566273370,Röinge Golvvärme Aktiebolag
40887,5566994876,Flackarps Snickeri o Bygg AB
40888,5592003528,Tre V Bygg AB
40889,5590056742,AAA Works AB
40890,5590812938,Lysells Gräv i Skurup AB
40891,5564068913,Skånsk Mark Aktiebolag
40892,5591273437,Johans schakt löddeköpinge AB
40893,5591765333,FILIP&GABRIEL BYGG AB
40894,5566872734,PPN Fastighetsteknik AB
40895,5590888284,I Mattssons Entreprenad Bygg och Alltjänst AB
40896,5567297279,Byggnadsfirman Paul Brink i Simrishamn AB
40897,5591775464,Montage av Säkra Dörrar i Malmö AB
40898,5591898316,Elsell i syd AB
40899,5563383446,Intercoin Aktiebolag
40900,5590399183,Landqvist Bygg i Hässleholm AB
40901,5564270634,Maskinel Benny Dahlberg Aktiebolag
40902,5590973300,Albinas Pabedinskas AB
40903,5591529481,Woodeco syd AB
40904,5567940589,RMP Schakt AB
40905,5591728273,Wasaholms byggentreprenad AB
40906,5567188569,X-ON Fastighet i Skåne Aktiebolag
40907,5561771402,Eltjänst Stefan Mathiasson Aktiebolag
40908,5566100045,Vellinge Bygg och Mera AB
40909,5563335883,Stuckaturfirman Hans Räthel Aktiebolag
40910,5561510636,Malms Rör och Smides Aktiebolag
40911,5590049168,The Charming Unit AB
40912,5568486103,Pihlqvist Entreprenad & Förvaltning AB
40913,5590494307,Särslövs Maskintjänst AB
40914,5565895116,Stefan Klemt Construction Managers AB
40915,5569458135,Delogic AB
40916,5566006697,J.A. Möllers Plåt AB
40917,5590773882,Bladmåttet i Hörby AB
40918,5590012430,Heimstaden Projektutveckling AB
40919,5564843018,Polimat Consulting Aktiebolag
40920,5565769956,Dala Gård Entreprenad AB
40921,5590378500,Sköna rum Måleriservice i Skåne AB
40922,5563626372,Henda Maskinuthyrning AB
40923,5567442685,Adacta Bygg AB
40924,5569672404,Malin Appelgren AB
40925,5568785132,Anpela Bygg AB
40926,5590347349,Tolfsfastighetsservice AB
40927,5568522196,Karin S arkitektur & design AB
40928,5566309083,Copal Nord AB
40929,5568488646,Peter Lindborgs Plåtslageri AB
40930,5568114036,Ystads Mur&Kakel AB
40931,5591572895,Möllebygg AB
40932,5567269492,AGO Support i Rickarum AB
40933,5568756281,Sista versen 61446 AB
40934,5569193708,Glasinredarna i Malmö AB
40935,5565224622,HL Karlsson Byggservice Aktiebolag
40936,5568844327,J Bygg i Eslöv AB
40937,5563835767,C.L Trägolvservice AB
40938,5566610571,HJ Konsult syd AB
40939,5564404258,El och Kraftmontage i Malmö Aktiebolag
40940,5569882409,Trilus Entreprenad AB
40941,5569152126,Tömrermester Bo Filtenborg Borup AB
40942,5590421771,NPO Entreprenad AB
40943,5590708607,Lohans Bygg och Entreprenad AB
40944,5590319504,Bullervallen Syd AB
40945,5568876089,Alvros Träväxthus AB
40946,5591570428,Sista versen 60852 AB
40947,5569686768,Skånska Svets & Montage AB
40948,5566575360,JPS Bygg i Helsingborg AB
40949,5568306616,Röndes Entreprenad AB
40950,5591644488,Mochu Elinstallation AB
40951,5562648179,Malmö Kyl & Värme Service AB
40952,5591668198,SNL BYGG AB
40953,5591289755,L-E P. Light AB
40954,5591115612,Stefan L Entreprenad & Konsult AB
40955,5568742323,Hot Face AB
40956,5569414948,Malmborgs VVS AB
40957,5591794960,HGK Måleri AB
40958,5569204471,Grankvist Måleri AB
40959,5591047831,Treborg bygg i Skåne AB
40960,5567779524,Ausås Ängarnas Entreprenad AB
40961,5591258016,City Fräs i Malmö AB
40962,5565743480,Svalex Aktiebolag
40963,5569276479,Korigo Energipartner AB
40964,5569553042,JKJs Bevattnings Service AB
40965,5566138201,Bosses stålkonstruktioner i Åkarp AB
40966,5568704224,Niklas Entreprenad Staffanstorp AB
40967,5564735545,Mernsten Arkitektkontor Aktiebolag
40968,5566177100,Skånes Elcenter AB
40969,5591093074,Viola Eriksson Konsult AB
40970,5591591135,Erblin Bygg & Trädgård AB
40971,5591350318,Hiahia arkitekter AB
40972,5591434021,Entréservice Skåne AB
40973,5567598932,Lökebergs Rivnings Entreprenad AB
40974,5567655708,S A Byggnadsplåtslageri Aktiebolag
40975,5590315452,L-Å Skölds Elektriska AB
40976,5590378393,Malins Solfilmservice AB
40977,5568402688,Kent Svenssons Måleri AB
40978,5568362908,Öring Allbygg AB
40979,5569523334,Göran Anderssons Plåt & Bygg i Bussjö AB
40980,5567570832,Kristianstad Plåt & Vent AB
40981,5562299247,Ekelunds Värmeservice Aktiebolag
40982,5591698757,Björn Berglund Creative Studio AB
40983,5569076150,Thomas Simonsson Entreprenad AB
40984,5591129431,STP Konsult AB
40985,5591427835,Niclas Hellberg Pappservice AB
40986,5568932742,Heleneholms Bygg AB
40987,5591484117,Ottossons Allt i Allo AB
40988,5562172659,Popos Consulting AB
40989,5591755995,Bravos Brand Ventilation och Sprinkler AB
40990,5563783405,Svenska LC Svets & Markproffs Aktiebolag
40991,5567969539,Svedala Mur & Kakel AB
40992,5590434899,Jipe Konsult AB
40993,5567190581,Terrakomp Aktiebolag
40994,5567248611,Dehlin Rail & Bygg AB
40995,5567500953,Lilja Mark och Miljö AB
40996,5569084972,Haward & Busck AB
40997,5569715955,M Mobergs Markprojekt AB
40998,5569409773,Martin Björnson AB
40999,5568601560,Arklas Arkitekter och Konsulter AB
41000,5566398623,JEPRO Elkonsult AB
41001,5591287650,N-O Schakt AB
41002,5568322977,C4 Måleri & Golv AB
41003,5591536130,P.L Byggservice Syd AB
41004,5568362080,Södervidinge Service AB
41005,5565564068,Senn Arkitekter AB
41006,5591188684,Isacsons VVS i Tubbarp AB
41007,5590079124,TWO PERSON AB
41008,5565344305,PKM Professionell Köksmontering AB
41009,5590418751,Byggtec Kristianstad AB
41010,5566290069,Lyftkraft AB
41011,5568741085,Mikael Alsrup Byggnads AB
41012,5591822498,Bygg och montage på Råå AB
41013,5568865769,Takvård i Skåne AB
41014,5564801651,Hazard Production Aktiebolag
41015,5590900774,ME ELTEKNIK AB
41016,5591777155,Kontek Christian Andersson AB
41017,5590430558,BOST Elektro AB
41018,5591445332,Konceptiv AB
41019,5568371594,Skånska Energikonstruktioner Produktion AB
41020,5566120464,Pomaka Ängelholm AB
41021,5591945976,Sjövall Bygg AB
41022,5591345896,MoMax AB
41023,5561513531,L. Kristenssons Byggnadstjänst Aktiebolag
41024,5562037993,Casolino Fastighetsinvest 5 AB
41025,5566117668,Wallströms BILEF Aktiebolag
41026,5569332744,Maria Kingborg Inredning AB
41027,5567002034,RL VVS Hästveda AB
41028,5568855075,Östra Grevie Elektriska AB
