,company_no,company_name
13916,7696127666,ek. för. Ostara
13917,9697549385,ALEMBYGG Handelsbolag
13918,5564574431,Kre Bygg AB
13919,5568147697,K.A.P.A. logistik AB
13920,5164096843,Nivogradnja Filial Sweden
13921,9696796912,Salems Måleriservice Handelsbolag
13922,9697732999,E.A.Y Rent värld Kommanditbolag
13923,9697096932,Katarina ZM Service Handelsbolag
13924,5590647037,Österåkers Elteknik AB
13925,9696523480,Farsta Rörservice Kommanditbolag
13926,9697636216,NN Måleri och Städtjänster Handelsbolag
13927,9697864792,M Install Handelsbolag
13928,9165019200,GREVENS BÅT OCH BYGGSERVICE KOMMANDITBOLAG
13929,9165023814,Handelsbolag Stora Vika TB
13930,9165043002,T.Sjöbloms Bygg Handelsbolag
13931,9165067001,Anders Steidings Dumpertransporter Kommanditbolag
13932,9697150879,Werox Handelsbolag
13933,9697422476,RUFIO SERVICE Handelsbolag
13934,9697204882,JA Luftkontroll Kommanditbolag
13935,9697212075,Herzenberg Consulting Handelsbolag
13936,9697753722,E&Z Trädgård Handelsbolag
13937,5591710628,Shine Express AB
13938,9696586818,Air Cond Center Svenska Handelsbolag
13939,9697856012,SAGO kvalitet Handelsbolag
13940,5020594668,SCHMIDT; HAMMER & LASSEN K/S
13941,9166450057,AG S-Kanalen Kommanditbolag
13942,9696089573,P A Söderdahl Målerifirma Handelsbolag
13943,9697312255,Kom Byggservice Handelsbolag
13944,9697281278,A B & C Borättsbildarna Kommanditbolag
13945,5569415697,Löwenadler Måleri & Bygg AB
13946,5568345549,PMC Engineering AB
13947,9697831189,Masgruppen Handelsbolag
13948,5164121641,Herrenknecht AG Germany Filial
13949,5568934417,WAGA PLÅT & BYGG AB
13950,9697788223,Handelsbolaget Sturehovs Kakeldesign
13951,5590902242,R2 Gruppen AB
13952,5567573521,Mats Hansson Arkitektkontor AB
13953,9697650316,Swingab VVS Kommanditbolag
13954,9166156662,Carl-Axel Karlsson Arkitektkontor Handelsbolag
13955,5590004858,Tojori Design AB
13956,9697838705,WennBygg Kommanditbolag
13957,5591915433,Byggdesign Täby AB
13958,5591521835,ADL Group AB
13959,9697825413,KASI BYGG Handelsbolag
13960,9697885441,Max tak & hus måleri kommanditbolag
13961,5591314686,K.V. All Service AB
13962,9697810449,GRE Bygg Handelsbolag
13963,9697839232,S.B Entreprenad Handelsbolag
13964,5164080151,HARMAN SVENSKA Filial
13965,5164089756,PROFFS SAT LIMITED UK Filial
13966,9697756055,Exklusix Städ Handelsbolag
13967,5568426620,Eric Rundberg Konsulting AB
13968,9697599745,KPPROF BYGG Handelsbolag
13969,9697865872,MP Konstruktion Handelsbolag
13970,7696110365,Östermalms Ishall Ekonomisk förening
13971,9697907203,Sanchez Munizaga Handelsbolag
13972,9697856368,STOCKHOLMS GOLV & KAKELELIT Handelsbolag
13973,5591899231,Emilssons Glasmästeri AB
13974,5591179246,RörNu AB
13975,9697711746,Fastighetsbryggan i Stockholm Handelsbolag
13976,5569899007,LPR Investment AB
13977,5591696033,Kicki Fjell Studio AB
13978,5591587042,Kreativa Hem Mälardalen AB
13979,5591730311,Söderström & Larsson Bygg AB
13980,5591771695,Måleri Bygg i Stockholm AB
13981,5569275034,CASA Construction Management AB
13982,9697435775,DARPOL Handelsbolag
13983,5591851968,GÖRAN STENSVADS ENTREPRENAD AB
13984,5591933931,Snickarfiness Felix Norén AB
13985,5591821771,Tekno Scaffold i Stockholm AB
13986,5591895890,Domingo Design AB
13987,5591891725,ELiVA Mätteknik AB
13988,5591923551,SRAC AB
13989,9697873538,Marievick Måleri Handelsbolag
13990,9164020712,HANDELSBOLAGET RIMBO GLAS
13991,5568926710,Lowside AB
13992,5591884472,ESOLTECH AB
13993,9166244013,VIRA ARKITEKTER HANDELSBOLAG
13994,9697888957,Tesseract Projekt Handelsbolag
13995,5592076284,Quality Work PM AB
13996,5591003578,Andreas Kronström Byggkonsult AB
13997,5590795588,RH Elektriska AB
13998,5164118795,ENKOM Filial
13999,5590305735,Vikstaby Projekt AB
14000,5592135619,Märsta Mark Anläggning AB
14001,5592121122,Törnqvist & Ahlskog AB
14002,5567899850,Stad av glas AB
14003,5590648449,RI Consulting Sweden AB
14004,5590680699,AB Stålstruktur civ.ing. Mikael Strömberg
14005,5592142904,Mikiasson Elcentra AB
14006,9697555473,BPAM Konsulterna Kommanditbolag
14007,5592008501,Jällsberget konsult AB
14008,9697896323,2 Second Elektriska Handelsbolag
14009,5592153893,Uusimaa Svets & VVS AB
14010,5590687108,J&C Railinvest AB
14011,9697440148,Magmar Städ & Bygg Handelsbolag
14012,5569627853,N.O Rör & Bygg AB
14013,5591763965,Kurland Mästare AB
14014,5592206436,08 sten & plattsättning AB
14015,5591983696,MS Bygg Stockholm AB
14016,5592083744,Vägmarkerarna i Mälardalen AB
14017,5591529465,Bygg o badrumsentreprenader i Stockholm AB
14018,5590164884,R.D.R. Mark och Städ AB
14019,5567276745,Grävtjänst i Rotebro AB
14020,5591549208,AG Renovering AB
14021,5568395965,MIMER BYGG AB
14022,5565881686,BVB takvåningar AB
14023,5567703839,Novarum Fastighetskonsult AB
14024,5563847002,IC Teknik i Stockholm Aktiebolag
14025,5591693881,Rivå HRS AB
14026,5568676968,NBB Bygg & Betong AB
14027,5568810864,Daniel Forss Elektriska AB
14028,5569025389,Botkyrka Entreprenad i Tullinge AB
14029,5569473787,Bergsängs gräv o service AB
14030,5569229668,Arad bygg AB
14031,5568679723,JP Plåt AB
14032,5591462022,Tgs Entreprenad AB
14033,5591395966,Xylergon bygg AB
14034,5591193874,GLC HOME AB
14035,5590469820,Elfixarn i Roslagen AB
14036,5565666541,Gamla Stans Bygg&Förvaltnings AB
14037,5567602809,RAXA BYGG AB
14038,5590269717,CustomBygg Mark AB
14039,5591815609,Nockeby Bygg AB
14040,5563119758,C. Landén Aktiebolag
14041,5591698427,Tognia Group AB
14042,5568725252,Inovey Creative AB
14043,5569717035,IMPERIAL SERVICE TEAM AB
14044,5569108979,Elaccept AB
14045,5591522817,EstSwe Renew AB
14046,5590827894,Kenny Lindén Gräv AB
14047,5568035678,Falkevik Consulting AB
14048,5566209937,Simple Is Fun AB
14049,5590510623,Dynastik Byggentreprenad AB
14050,5569528903,Handshake Consulting AB
14051,5591943658,Djurhamns El AB
14052,5590863725,Tengbon AB
14053,5591199681,Termix AB
14054,5591806145,aWusome AB
14055,5565355186,Isoco Fasad Aktiebolag
14056,5590224555,Sember Projekt AB
14057,5567292668,Lågarö stall och entreprenad AB
14058,5591250062,M Eklunds Hantverksservice AB
14059,5592085871,Henricsson Design AB
14060,5568563364,MMT Bygg och renovering AB
14061,5592137458,AMSTAR AB
14062,5591216030,Björns Elservice Norrort AB
14063,5591286108,Br Lagerholm AB
14064,5567520456,A Lorichs Fastigheter AB
14065,5569163487,Plussidan Byggtjänster AB
14066,5591821342,Grafik STHLM AB
14067,5563438257,SN Bygg och Förvaltning AB
14068,5565174579,MW Maskin & Bygg AB
14069,5568688989,Kymendö Plåtslageri & Byggnation AB
14070,5569018756,JMP Bygg & Förvaltning Sverige AB
14071,5567059737,Data Tele Montage i Nykvarn AB
14072,5590191267,Danckwardt Consulting AB
14073,5568668684,Luxark AB
14074,5564210374,Conny Anderssons Schakt Aktiebolag
14075,5560585837,Undertak - och Fasadentreprenader Sverige AB
14076,5566399787,BYFAKO Bygg & Fasadkonsult AB
14077,5592041858,Carl Alexander Nordin Konsult AB
14078,5565009437,SBB El & Styrsystem AB
14079,5590297957,Micke Skått Schakt Aktiebolag
14080,5590179742,Miss Umbra Måleri & Design AB
14081,5592021371,Infrakonsult Mälardalen AB
14082,5568272685,Grunditz Göransson Arkitekter AB
14083,5591414403,Fönsterhuset Tuna Bygg AB
14084,5567778138,PROJ ARK AB
14085,5591752588,MJ Golv AB
14086,5590330691,Jannehill's Rör AB
14087,5567527220,TM Schollin AB
14088,5568721699,SJS Bygg AB
14089,5563380889,Wall Teknik och Hantverk Aktiebolag
14090,5560948522,Huddinge-Trångsunds Glasmästerier Aktiebolag
14091,5562594431,MHM Mats Holm Måleri Aktiebolag
14092,5563587038,Ockra AB
14093,5563673283,Mats Thörnblom Byggnadsfirma AB
14094,5592003403,TAMAC projekt AB
14095,5567506844,Asa fastigheter AB
14096,5567738900,Byggare Tom Vesterli AB
14097,5569137945,Paperwork Design Stockholm AB
14098,5566772702,Basic Bygg & Städ i Sverige AB
14099,5591597181,Back Bygg & Interiör i Viggbyholm AB
14100,5565988556,Heikki Koskela Bygg Aktiebolag
14101,5568594773,The Grand Open Enterprises Sweden AB
14102,5569871550,DJ Driftteknik AB
14103,5591598742,Innovativ elteknik i sverige AB
14104,5592219306,KMR ENTREPRENAD SÖDERTÄLJE AB
14105,5591301709,El 400 AB
14106,5568658347,Väsby Entreprenad AB
14107,5590962006,Svensson Stadsbyggnad AB
14108,5560772633,Hammarby Oljeeldning Aktiebolag
14109,5569475725,MS VVS AB
14110,5568580707,Genlott Fastighetsutveckling AB
14111,5566449830,Sundbyberg Bygg & Plattsättning AB
14112,5562054873,M.I.F.A.B. Mälarö Industri- och Fritidsservice    Aktiebolag
14113,5591755797,CMV Logistic AB
14114,5564016318,Erema Entreprenad AB
14115,5567493787,Wickholm Formavd. AB
14116,5567909113,Brauers Bygg & Vent AB
14117,5563877819,Johan Marcus Bygg Aktiebolag
14118,5591172092,Maga måleri AB
14119,5563513943,MD Solskyddsteknik Aktiebolag
14120,5569639270,TryggaEl i Skandinavien AB
14121,5565725826,Huddinge Entreprenad & Transport AB
14122,5591979520,AN mark & entreprenad AB
14123,5568287899,Lagave Inredning AB
14124,5566337795,Sjöblom Gruppen AB
14125,5569474603,Aktiebolaget Lussi Produktion
14126,5591940415,True Products i Stockholm AB
14127,5591684971,Sena Tore Properties AB
14128,5564091451,Länna Bygg & Transport Aktiebolag
14129,5569518334,Aktiebolaget Stratosfär
14130,5590970512,Altitude Climbing Solution Scandinavia AB
14131,5591022727,BMP Mur & Puts AB
14132,5569609224,Eriksbergs Hus Aktiebolag
14133,5562466242,SR Elcentralen AB
14134,5591311260,Finex AB
14135,5592110018,JCS port & fastighetsservice AB
14136,5591502587,MJ Central Entreprenad AB
14137,5590112867,Naturhus i Täby AB
14138,5565144358,Blixtel i Södertälje Aktiebolag
14139,5591152359,UBERBYGGDESIGN AB
14140,5567467344,Joakim Björklund El AB
14141,5568597255,ODEN GOLV OCH ALLSERVICE AB
14142,5590056353,Liljeholmens plattsättning AB
14143,5590023155,N.H.S BYGGTJÄNST AB
14144,5566259932,Lyckeby Entreprenad AB
14145,5590705348,Pre Consult i Norrtälje AB
14146,5568864523,Aqua free Nordic AB
14147,5562741099,Bäckmans Kylservice Aktiebolag
14148,5590370689,Rialto Byggservice AB
14149,5563272276,Anders Larsson Byggledning Aktiebolag
14150,5569627127,Köhlberg Installations- och Byggkonsult KIBAB AB
14151,5568879927,Aim For U AB
14152,5562841196,Eurodex Sales Aktiebolag
14153,5566391586,Aktiebolaget Notholmen i Tyresö
14154,5566805916,CAMJ AB
14155,5569710782,Markorama Entreprenad AB
14156,5567921779,Nataniel Bygg AB
14157,5564733383,J & F; Ny & Ombyggnad i Stockholm Aktiebolag
14158,5567586077,PSGE Holding & Konsult AB
14159,5569336976,Teodorsson Bygg & Snickeri AB
14160,5567996151,Electric Lighting Agency Stockholm AB
14161,5590575303,Sigtuna Badrum & Kök AB
14162,5562069632,Jakob Lundgren Transport Aktiebolag
14163,5567533061,Amazing Rooms AB
14164,5590223821,Konsar Entreprenad AB
14165,5592032105,Effektiv Säkerhet i Sverige AB
14166,5591121057,Selkon AB
14167,5569350001,Serpentin Media AB
14168,5564328184,KJELL-ÅKE LUNDQVIST RÖRSVETS Aktiebolag
14169,5591302715,Fredde Entreprenad på Värmdö AB
14170,5591150619,Älta platt AB
14171,5590650866,Addes Schakt & Entreprenad AB
14172,5569750416,Ps form AB
14173,5569712572,John Krüger Bygg och Fastighetsservice AB
14174,5564212297,Svanström Arkitektkontor Aktiebolag
14175,5568008477,OTEA Båt & bygg AB
14176,5568917230,Evsäters Rörservice AB
14177,5569835811,Lidingö Byggpartner & Renovering AB
14178,5567719868,Stockholms Rena Hem Group AB
14179,5567244073,Eneeco Test AB
14180,5590681507,Studio Heuvelink AB
14181,5564940442,KJ Teknik Aktiebolag
14182,5591130173,KTK Konsult AB
14183,5568197072,STEAMPHASE AB
14184,5590370473,Greve Stefan Bygg AB
14185,5569947954,Artab i Stockholm AB
14186,5567378145,Gubbhusen uthyrning AB
14187,5591845523,Twerok AB
14188,5591458798,WhiteFox Bygg AB
14189,5590540273,Theos Tak & Bygg AB
14190,5591613517,MJ Clean AB
14191,5568423114,Mallmin Mark & Bygg AB
14192,5565638102,Harning Entreprenad AB
14193,5590153333,Pfeiff Design AB
14194,5568527807,LENNART ENGS MÅLERI AB
14195,5591134738,Åhlenius Bygg AB
14196,5567694277,24 7 Creating AB
14197,5566423314,LRT Bygg & El AB
14198,5591298129,Elias Klingén 3D & Illustration AB
14199,5590806195,VVS Moment AB
14200,5590715313,ALGA GROUP AB
14201,5566850714,Maison i Stockholm AB
14202,5591823744,CH Bygg & Mark Norrtälje AB
14203,5591309496,LAUVAB AB
14204,5591738231,SECKI AB
14205,5568631807,Rosersbergs Värme & Sanitet AB
14206,5568096423,J Stark Byggtjänst AB
14207,5563245868,Dammarsberg Fastighets Aktiebolag
14208,5563555068,W.E. System AB
14209,5563574291,Roslagens Entreprenad Aktiebolag
14210,5564201944,MJN Consult Aktiebolag
14211,5565985578,Örbyholm Golf AB
14212,5590872536,Stockholm Vision & Design AB
14213,5566345939,Ansvarsbesiktning Holding Aktiebolag
14214,5562747377,Hammarby Sjöstad Förvaltnings Aktiebolag
14215,5568561715,Ljungskär AB
14216,5591382204,Markströms EL AB
14217,5569413627,PAWALT BYGG & ALLSERVICE AB
14218,5565720066,Smolk Sverige AB
14219,5591307755,Nordica Creandum AB
14220,5568793326,Kraft Bygg & Renovering AB
14221,5568549678,Lindberg Bygg&Städ AB
14222,5568280720,NiLi Bygg AB
14223,5569802159,Leman Hansson Law & Consulting Aktiebolag
14224,5569588287,north59 AB
14225,5565602009,The Finishing Touch Aktiebolag
14226,5590645023,BC Måleri & Kakel AB
14227,5569332520,Byströms Markservice & Transport AB
14228,5568358807,Soini Design & Snickeri AB
14229,5569028383,Måleristudion Värmdö AB
14230,5569719593,CL-Takservice AB
14231,5591478689,Marsim Bygg AB
14232,5568930977,Gustens Golv AB
14233,5590039730,Torstensson Grafisk form AB
14234,5568161367,Drömhuset i roslagen AB
14235,5561934323,Anders Gahns ByggnadsAktiebolag
14236,5562173145,Solna Plattsättning Aktiebolag
14237,5590376819,SLV Bygg och Snickeri AB
14238,5590329263,Måleribiten Stockholm AB
14239,5564255841,Schillström & Son Måleri AB
14240,5591726897,Bygg 08 Städ AB
14241,5569396616,Stockholm Bygg & LED AB
14242,5568225808,Zamliy AB
14243,5569558645,Hissakuten i Stockholm AB
14244,5591624571,Nelson Design AB
14245,5591710461,Häger Bygg AB
14246,5565173597,Örkroken AB
14247,5569524845,Tommy & Ingrid Larsson Bygg & Fastighet AB
14248,5590095492,Hägerstens Isolering AB
14249,5568826019,Aktiebolag Jansson-Leinonen
14250,5568285059,alla4 Förvaltning AB
14251,5567699086,Sjöströms Skyltmontage & Service AB
14252,5569787152,Möllerberg KPU Aktiebolag
14253,5569500704,Efirm Rental AB
14254,5567485957,AMD KONCEPT AB
14255,5591410526,MC RÖR AB
14256,5569673832,CKO Bygg AB
14257,5566737663,Rymans Golv & Kakel AB
14258,5591399190,Aventis AB
14259,5567344386,GULLBERG Form AB
14260,5591935613,Nya Byggproffset Norrort AB
14261,5568292063,M E Rörservice AB
14262,5569381238,E Bot AB
14263,5592087950,Solandia AB
14264,5591811764,BC MÄSSTEKNIK AB
14265,5569328494,Måleriverket i Huddinge AB
14266,5591939094,Henriksborg Byggkonsult AB
14267,5591188858,David Properties AB
14268,5563240836,Byggkvalité Konsult Europa AB
14269,5590586433,PBAS BYGG ÄLVSJÖ AB
14270,5569816530,Bjurab AB
14271,5564840220,Hillary Step AB
14272,5591114706,Stüffe Park AB
14273,5566174875,J. Englund Bygg- & Anläggning Aktiebolag
14274,5567907190,J.O Trygg Service AB
14275,5568576424,Cannerts Måleri AB
14276,5563822062,Lubbe Mur & Puts Aktiebolag
14277,5562122514,Profekt AB
14278,5590705413,GK Mark & Trädgård AB
14279,5591489314,Projektkompassen AB
14280,5569757346,L. Söderlunds Måleri AB
14281,5569886129,Skarpängs Bygg AB
14282,5564820875,Bellmans Måleri AB
14283,5566053434,Gunilla Allard AB
14284,5562250455,Raines Trägolv AB
14285,5591705024,Zippen AB
14286,5569181349,LassEnt AB
14287,5564415742,J.B. Peterson Bygg AB
14288,5562097732,Interoc Byggservice AB
14289,5569097065,Barnängens Bygg AB
14290,5568361389,Arlanda Elbyrå AB
14291,5590392030,Cecilia Rune Ahnve AB
14292,5562667740,Aktiebolaget Pe-Kå Måleri Westberg; Svedin
14293,5591361265,Lindht Consult AB
14294,5590380647,ARA Hiss och Montage AB
14295,5567388391,Norrbygg Mattias Åström AB
14296,5590566344,PHA Management AB
14297,5590497201,Prime Living Entreprenad AB
14298,5590669742,Vera Projektledning & Entreprenad AB
14299,5565597241,Hjalmars Rör & Förvaltning AB
14300,5590892203,Elektronauten AB
14301,5567528616,Vizualiserings Studion i Nässjö AB
14302,5591886709,Studio C86 AB
14303,5591305965,Lisa Hällfors Form AB
14304,5569974180,Pär G Maniette Industrial Design AB
14305,5568544059,Wasa Rör AB
14306,5569380016,Malmsten Hellberg AB
14307,5563097319,J. Törnqvist Rörservice AB
14308,5591119523,Ekerö Fasadputs AB
14309,5569563058,Stefaniszyn Bygg AB
14310,5568766785,Jimmy Poopuu AB
14311,5568892565,AB MELTONS RÖR
14312,5590704051,Perfect Måleri & Entreprenad Stockholm AB
14313,5567596340,Marcus Flygt AB
14314,5591780647,Företagslägenheter i Stockholm AB
14315,5569810715,Goodfinder Media AB
14316,5591735120,Sapfir AB
14317,5591798326,WGREN AB
14318,5591894810,Yxlö Projektledning AB
14319,5569728149,Trinavia AB
14320,5569575680,BRER Byggkonsult AB
14321,5569642662,Vihem AB
14322,5569587206,Anna Hild Design AB
14323,5565957833,Jaform AB
14324,5566522099,Stockholms Byggpartner i Västerhaninge AB
14325,5569911273,Elinstallatör J Åkerman AB
14326,5568878739,Berglunds Byggservice AB
14327,5592024995,Daniels Plåtslageri AB
14328,5566004924,H A W Ingenjörsbyrå AB
14329,5568644644,Castberg & Co AB
14330,5591365605,Andersjö AB
14331,5569547796,Projektstyrning i Norden AB
14332,5561363010,Boo Olsson Måleri Aktiebolag
14333,5567289367,H.Andersson Konsult AB
14334,5561567081,Bröderna Fredriksson i Saltsjö-Boo Aktiebolag
14335,5564807807,DERIGO Aktiebolag
14336,5591454227,Adam Palmér Arkitektur AB
14337,5591789796,Elteligo AB
14338,5569957540,Ulmaja&Co AB
14339,5567677587,Gisselberg Arkitekter AB
14340,5562659168,TG Måleriservice Aktiebolag
14341,5590751854,PK Trading AB
14342,5568839269,sqCircle AB
14343,5569556953,Merkatum AB
14344,5567133656,TKM Bygg AB
14345,5568964828,L J Service & Montage AB
14346,5568351091,Mickelsson Design AB
14347,5567884175,Ventilationskvalitet Sverige AB
14348,5592022023,Norra Storstockholms Entreprenad &                Fastighetsservice AB
14349,5566298930,Drevvikens Rör och Bygg AB
14350,5566242474,AB Ekporten
14351,5566109905,Scandink AB
14352,5567027098,Optimal Teknik OT AB
14353,5561139626,Aktiebolaget Väsby-Rör
14354,5561474577,Levin Brothers Aktiebolag
14355,5591990014,MA Bygg & Montage i Solna AB
14356,5590726682,Mattias Almén AB
14357,5567342356,Snickar Puls AB
14358,5590433719,B Östlund Elektriska AB
14359,5569057705,Hagald & Co AB
14360,5568564461,Pehr Sehr Entreprenad AB
14361,5568738982,Deluxe Royale AB
14362,5568524564,Hässelby Måleri & Konsult AB
14363,5591451660,Infini Design AB
14364,5591256135,M Blomquist Arbetsledning AB
14365,5591498737,Christina Breeze Design AB
14366,5569834780,Turn2 Fastighetskonsult AB
14367,5568742315,RWG Elektriska AB
14368,5590751177,arQur AB
14369,5591017636,GAREK Entreprenad AB
14370,5564472933,Ben Nordström Golvslipning Aktiebolag
14371,5569865438,Stjärnklockan AB
14372,5566030887,Swedish Logistic Service AB
14373,5568736697,Skruv & Pensel Bygg AB
14374,5568399892,AHLGRENS SNICKERI AB
14375,5568825532,Gammelgårdens Hantverkare AB
14376,5591941793,Platinia AB
14377,5568391667,M.Gahm Byggservice Aktiebolag
14378,5591181234,Joachim Kisch Bygg AB
14379,5567526750,ByggOne Sweden AB
14380,5569913725,Johan Jonsson AB
14381,5590001193,Fredrik Buhres Eltjänst AB
14382,5590855812,Anna Wiklund Media AB
14383,5568196322,Skuru Elteknik AB
14384,5569398562,Team BEOK Bygg AB
14385,5590550215,Eunomia AB
14386,5564385929,Ohrstedt Arkitekter AB
14387,5569593154,CL Projektsupporttjänster AB
14388,5591551253,DG SERVICE AB
14389,5564230125,Liselotte Lööf Aktiebolag
14390,5567578330,ÅTC Åke Tobiasson Construction AB
14391,5568357726,AD Klimatservice AB
14392,5569776841,Designo Bygg och Arkitektur AB
14393,5566172705,Alexander Ruas AB
14394,5591874036,Huldén Bygg AB
14395,5590127360,AZ Entreprenad i träsket AB
14396,5566830179,Rydmans Hem AB
14397,5591832901,E Sternö & Partners AB
14398,5590996533,Produktionsbolaget MYT AB
14399,5591144752,Lissab AB
14400,5569598567,Granbergs Teknik&El AB
14401,5569311185,BoSan Design & Inredning AB
14402,5590494026,Primera Bygg & kvalitet AB
14403,5591473201,GlasEst AB
14404,5592189855,Pålssons Grafiska AB
14405,5591306641,QCollective Development AB
14406,5591714901,Arconte arkitektur AB
14407,5590086087,Nordbröder AB
14408,5568494909,Markteknik i Väsby AB
14409,5565738506,Lars Stridh Konsult AB
14410,5591910707,Jockes Bygg & Vent AB
14411,5590603733,Konsult1 Sverige AB
14412,5564038486,Björkman & Mitchell Aktiebolag
14413,5569635583,Bladsjön AB
14414,5567141683,Berlin Elektriska AB
14415,5591831804,Per Öqvist Byggprojektledning AB
14416,5590516687,SH Stuck & Form AB
14417,5568408792,Enhörna Entreprenad AB
14418,5591710297,LP Future AB
14419,5591091011,Sofie Bergqvist Design och produktion AB
14420,5568568140,KG Gottgård AB
14421,5590600382,FMW Snickeri och Allservice AB
14422,5565738415,Hoxla Bygg AB
14423,5566053848,TTM Competence AB
14424,5569935934,Mosebacke Byggentreprenader AB
14425,5566852587,Monteringsbolaget Sverige AB
14426,5591027882,Kangärde Design AB
14427,5591323471,Freyab AB
14428,5590094230,Stubborn Village Byggkonsult AB
14429,5568367600,Team Andres Barria AB
14430,5590270152,T. Erikssons Golv & Fastighets AB
14431,5590217138,Topflow AB
14432,5569430613,MONO ARKITEKTUR AB
14433,5569050783,PBK Badrum & Köksrenoveringar AB
14434,5592037161,Marcus Olivetti Infraprojekt AB
14435,5567505994,Mikael Öst AB
14436,5569322034,CM BYGG AB
14437,5566448014,IPA Bygg AB
14438,5567008718,Lars Gyllberg Mark och Projektledning AB
14439,5591781900,Q3M Konsult AB
14440,5590510029,Zeromax Bygg AB
14441,5563817807,Larm och Passerkontroll i Stockholm Aktiebolag
14442,5567874457,SkärgårdsBygg i Roslagen AB
14443,5569279051,H.W Room AB
14444,5564783560,Henrik Rundquist Arkitektkontor Aktiebolag
14445,5568077779,GEB El & Byggservice AB
14446,5566684923,ATR Bygg AB
14447,5569818965,Karlsson & Bellange AB
14448,5590104906,Säwström Golv och Textil AB
14449,5569439580,Andrén Arkitektur AB
14450,5590241567,Arc & Forte AB
14451,5591288286,Sjöbergs måleri och hantverk AB
14452,5591059745,Fyr Ventilation AB
14453,5569082174,Niam Core-Plus Service AB
14454,5568873540,Byggfirma gotland & co AB
14455,5591491252,Rextan Entreprenad AB
14456,5567484836,I ett Byggföretag Sverige AB
14457,5564267234,AMT Aktiebolag
14458,5569381410,Nilssons Hissproduktion AB
14459,5568619877,Greyson AB
14460,5568649833,mkm konsult AB
14461,5590744263,CJ Injustering & Ventilationsteknik AB
14462,5590423975,PS Nordic Group AB
14463,5590546320,S9 Markutveckling AB
14464,5590261276,Skjutare Bygg & Snickeriservice AB
14465,5590575675,KLF Consulting AB
14466,5568261662,Stålverk Sverige AB
14467,5567146575,JMN Solutions AB
14468,5568523178,Stargo Design AB
14469,5590134226,AB Thelander Industria
14470,5590838750,Joakim Forsell AB
14471,5568450406,Fritz Halvorsen Arkitektur AB
14472,5563004638,Brunnsborrarna i Stockholm Aktiebolag
14473,5569302390,J. Ljung Bygg & Inredning AB
14474,5566391453,RIPS Snickeri Aktiebolag
14475,5592038144,Vintervikens Installation AB
14476,5569632580,Sundbybergs Snickeri o Bygg AB
14477,5591879225,08 Tak & Plåt AB
14478,5591598239,manami AB
14479,5568128085,Godahem Byggledare och Huskontroll AB
14480,5566141882,Energistrategi Svenska AB
14481,5563087617,Reidar Holmberg Entreprenad Aktiebolag
14482,5590853650,Rensas Högtryck AB
14483,5569265936,Unodesign Kommunikation AB
14484,5568092000,G-Service AB
14485,5567118269,Solvikteknik AB
14486,5562360171,Kapten Miki Kommunikation AB
14487,5590643390,Sigtuna HusRenoveringar AB
14488,5566531918,Trosstroppen AB
14489,5568621618,VP Plattsättning & Byggtjänst AB
14490,5566481247,NOVA TERRA AB
14491,5564902939,Hållsätra Maskin och Schakt Aktiebolag
14492,5566221817,Stavins Måleri AB
14493,5568418924,Eklund Hus & Hem AB
14494,5565232955,Elkontakten i Rönninge AB
14495,5569446387,Nicke Storbjörk Mark & Maskin AB
14496,5591880009,Team Skog Sollentuna AB
14497,5591419527,Ackurat Entreprenad AEAB AB
14498,5569030330,Anders Borres Arkitektkontor AB
14499,5591216774,kickstand AB
14500,5591431803,Hans Edblad AB
14501,5591187843,Marie Oscarsson Inredningsarkitekt AB
14502,5590531892,J.Israelson / NorraGotland AB
14503,5568036072,Palmqvist Förvaltning AB
14504,5590559745,ACME Byggnadssnickeri AB
14505,5590447610,IGN Bygg AB
14506,5591398853,Philips Rör AB
14507,5567747943,Rentsupport i Södertälje AB
14508,5592069412,Quantity Surveying Konsult Stockholm AB
14509,5591056733,XRJ Investment & Fastighetsservice AB
14510,5591545859,TOREKULL Interior Architecture & Design AB
14511,5563715829,Pintor Casa AB
14512,5569756439,Eriell AB
14513,5568253115,Alviks Rörservice AB
14514,5567420095,Tulevalls Byggteknik AB
14515,5568201189,MontageBalk PF AB
14516,5590254305,Södra Skylt & Dekor AB
14517,5562787050,Dovander Bygg & VVS AB
14518,5563552263,Easy Sun Trading Aktiebolag
14519,5562891217,Aktiebolaget Husteknik
14520,5569003998,Hässels El AB
14521,5564977873,Aktiebolaget Zetterbergs Pump- & Rörservice
14522,5591691299,Anton Mehrlein Bygg AB
14523,5591991327,Stimish AB
14524,5563598415,Derk Ingenjörs- & Arkitektkontor AB
14525,5591350706,E& T Bygg Stockholm AB
14526,5591596498,S. Hus Trade AB
14527,5591788012,The hired hand AB
14528,5569414906,J 7 Byggnads AB
14529,5569108268,Östermalms Måleri AB
14530,5565402897,Magnus Wiström AB
14531,5569204927,Mariehälls Glasmästeri AB
14532,5590831730,Studio Vinterhav AB
14533,5590250683,Silverdal Projektledning AB
14534,5568577745,STH Mätservice AB
14535,5591896898,A.B-Konsult AB
14536,5591329510,Johan Fors Måleri AB
14537,5591337307,Felix Lundberg Måleri & Bygg AB
14538,5569671604,Orrön AB
14539,5567311849,Sextum Besiktning & Byggledning AB
14540,5591628903,ARTI&TED Måleri AB
14541,5591896963,asek renovering och städning AB
14542,5567691968,PMH Konsult AB
14543,5561189241,DETAB Arkitekter Aktiebolag
